Day Id,Mean Dew Point,Mean Pressure,Mean Temperature,Mean Wind Speed,Mean Wind Direction,total_flights
1,-13.746637188177187,746.065705525659,0.6451958068428293,32.22122452609597,259.37142980716106,0
2,-21.85166180619088,742.8638787802722,-2.4407692901072675,5.844528583837358,174.871322559332,3
3,-9.035018944132501,746.2254361916555,-3.3675920693804793,14.290551475703468,125.68476725828971,2
4,-16.78157155511117,746.8141978809413,-3.818470594816241,29.037514460552867,88.90001662563002,1
5,-15.755091915418449,723.4210322029422,-9.10542198879884,32.664183923132434,250.86817109080027,3
6,-10.895303374738903,730.3725551869101,-7.506774441410974,20.552870761288393,255.28769549240963,2
7,-22.0524279475501,738.2516196476384,-2.2991338224593014,12.587499835668034,119.53027642165891,3
8,-17.779992327077906,735.5528848877618,-5.651510687301016,15.195406658617994,186.3948554348859,2
9,-19.794716622800482,733.7957790970863,-4.100406785105061,11.317935841665935,202.83740441802132,3
10,-16.417305431405364,735.3703498555183,-3.217178993999176,13.058267327278577,194.42477630520077,7
11,-11.038149476111043,734.5525843737165,-5.414400372891121,18.071970124649944,245.8992815293106,6
12,-18.582216529875343,737.5572202476603,-6.166247362942968,29.932012686213824,279.19157238083733,21
13,-11.488489432127464,738.8591104601177,-0.5803891009675365,27.02378231131778,229.22704942321968,2
14,-13.750690117770855,730.1400674173545,-6.753339205360888,10.224079386631471,152.89116801354317,1
15,-19.708251908143897,743.7764553791112,-5.763228337478193,11.906929192691152,198.38282909224355,11
16,-20.592454016146224,749.4449022177008,-5.546606115778488,23.96950041689631,97.20796273106387,14
17,-14.321468478625327,748.7106658024005,-2.2471582147023357,7.997993335385771,206.71259160719683,14
18,-16.171238323531405,749.0130523635042,-2.0547903526705955,6.852189951351808,148.36891609882267,9
19,-17.288465361554305,745.7661223264643,-1.9642457464015144,7.867773989743473,227.7415031068829,29
20,-18.570406288998598,744.4753456595944,-2.474147027587247,15.214573075086491,264.0484643520159,11
21,-12.394695230834344,741.9389014148976,-1.827766941707251,24.581461968783742,265.7184101417405,4
22,-14.827232798113753,735.9821906395221,-6.550480101529399,25.0711808549697,105.87718882401153,3
23,-17.103466310232363,737.5324153080728,-5.418630064148686,20.22862504415715,118.27894342176364,3
24,-15.38234553601368,736.3972586271539,-6.489237907488765,9.324321874066026,150.1284268205379,14
25,-13.046912697826867,735.0705912225308,-7.284298242472043,9.366933804130088,209.4671387226347,3
26,-13.278217841514884,732.5641668417229,-8.208472229391951,12.120458444633293,178.68425905842508,2
27,-14.248723943209741,731.3854093266812,-8.256395394718798,14.890040196216068,136.08208467823485,3
28,-10.558046946329096,737.8221228705994,-6.656763753051154,13.466921911489665,129.46472729682606,11
29,-12.411263110157993,740.1581284000032,-4.220043791253963,8.413234020557285,214.5965656055502,1
30,-19.932880934848786,736.7602617116136,-4.508322688831687,20.283114703306957,70.20924350512644,1
31,-14.797948068870573,741.3003875130224,-1.5168340863262155,14.558569505582097,88.02509566405178,49
32,-13.36719005645275,742.1948401688383,-3.446586903792512,12.523791916684337,162.24034590412265,13
33,-17.351126519758996,742.9592943366761,-1.678254092233029,5.707088100150953,188.53202763176913,97
34,-13.406549678633626,742.1570010863774,-1.2507341272433852,12.29075467700294,253.66268910281048,53
35,-15.479645031822113,745.328714504401,0.4450793415053155,9.145531028676,118.7489763620728,25
36,-13.438442554170837,745.1501442663181,1.6213598559329248,12.95603301446477,118.16058518033954,10
37,-8.128056123160674,745.2141250350388,2.319159252015355,11.067404208864096,133.2710050823884,7
38,-8.507917629431734,745.2735955147158,3.1838955832333258,13.293010416856276,124.00928259220208,71
39,-14.603666842050727,747.4728985785148,3.866920527303506,14.846694654671438,108.46781226269061,74
40,-12.930583804119708,747.4033277863031,3.7672835346686244,13.489721996835646,75.77774278723248,14
41,-16.36079285629218,742.1526168372887,-1.1155736145486774,13.648366875131682,190.24447356143406,5
42,-14.436223274839861,741.664562672002,0.824751894762144,10.590871109330816,220.78859224051772,22
43,-16.762600768833423,745.9356329225205,1.4696052725669757,8.732106854827359,176.01516420787843,156
44,-12.663028497434127,747.3948441763679,2.5750734443866756,11.31629657100836,226.99997452155566,15
45,-6.5634698745343165,744.2504577638119,3.5888575621729077,9.710829854778641,190.16446438793605,16
46,-10.66165961626918,743.2488526495741,3.6107507275312445,10.789012254782953,117.28745328006276,5
47,-10.244232375631839,745.5168266766797,3.273037159048046,11.422030097989436,103.52258127376302,3
48,-10.204570517774824,745.3566310971388,2.5034011599909194,7.057499907966812,157.56112556970336,32
49,-9.298706122768078,739.3384683064724,0.7215481029163958,9.98520175034682,150.22288817735824,2
50,-14.254895196670729,737.6411126734477,-0.2147945673051573,11.431950363905283,113.16408407380608,9
51,-6.900226731228701,736.993793404022,-2.093767797959092,13.097725002378057,97.67018576080736,1
53,-11.10334213044263,740.2710059929709,0.05414495532387578,28.040702807540402,317.95595096877304,11
54,-0.5425677755671722,746.3078677006386,5.5854493523618585,11.587621491493467,197.21938259504074,2
55,-2.0356532473545315,747.1228211082247,5.718745065783689,7.835980216247516,226.35818756780088,12
56,-3.6470125232968194,746.3897874530759,6.3983258864848835,9.117291459410346,119.83613969432756,21
57,-1.8414305090093683,733.2404302203415,2.7536891720153713,16.101942710378964,210.35206886363534,2
58,-10.25015889791411,734.8457839303215,-3.5871652168920183,18.193233747246786,254.0722437395484,4
59,-11.504295552520771,737.5360127945277,-0.8940369911938933,13.426215104660809,242.6262883740333,1
